Dosya_Adi,Payload_Bit,Toplam_Piksel,Guvenli_Piksel(K),Daralma_Orani(%),ABC_Suresi_sn,MSE,PSNR_dB,SSIM
1174.pgm,10000,65536,23408,35.7178,0.03243,0.076324,59.3042,0.999863
1175.pgm,10000,65536,46896,71.5576,0.03131,0.076538,59.292,0.999869
1176.pgm,10000,65536,32208,49.1455,0.02672,0.075302,59.3627,0.999846
1177.pgm,10000,65536,40240,61.4014,0.02922,0.075119,59.3733,0.999764
1178.pgm,10000,65536,18576,28.3447,0.03351,0.075409,59.3566,0.999843
1179.pgm,10000,65536,18144,27.6855,0.15919,0.076752,59.2799,0.999824
118.pgm,10000,65536,27664,42.2119,0.08313,0.075027,59.3786,0.999841
1180.pgm,10000,65536,14800,22.583,0.03432,0.076736,59.2808,0.9998
1181.pgm,10000,65536,32352,49.3652,0.02903,0.076157,59.3137,0.999819
1182.pgm,10000,65536,16160,24.6582,0.02555,0.075623,59.3443,0.999805
1183.pgm,10000,65536,20400,31.1279,0.03337,0.07579,59.3347,0.999763
1184.pgm,10000,65536,42480,64.8193,0.22865,0.07605,59.3198,0.999893
1185.pgm,10000,65536,36288,55.3711,0.05049,0.076019,59.3216,0.999849
1186.pgm,10000,65536,21808,33.2764,0.02867,0.076279,59.3068,0.999819
1187.pgm,10000,65536,13072,19.9463,0.02372,0.075592,59.346,0.99991
1188.pgm,10000,65536,18960,28.9307,0.02494,0.077225,59.2532,0.99973
1189.pgm,10000,65536,15760,24.0479,0.02804,0.076065,59.319,0.999819
119.pgm,10000,65536,14240,21.7285,0.21988,0.077499,59.2378,0.999811
1190.pgm,10000,65536,12496,19.0674,0.07852,0.075989,59.3233,0.999882
1191.pgm,10000,65536,24160,36.8652,0.03583,0.076157,59.3137,0.999803
1192.pgm,10000,65536,10640,16.2354,0.02786,0.077026,59.2644,0.999865
1193.pgm,10000,65536,59664,91.04,0.03336,0.07663,59.2868,0.99953
1195.pgm,10000,65536,52576,80.2246,0.04387,0.077454,59.2404,0.999853
1196.pgm,10000,65536,51088,77.9541,0.26764,0.074799,59.3919,0.99987
1197.pgm,10000,65536,37632,57.4219,0.03099,0.076492,59.2946,0.999857
1199.pgm,10000,65536,44800,68.3594,0.02969,0.074829,59.3901,0.999837
12.pgm,10000,65536,30368,46.3379,0.0261,0.075714,59.339,0.999791
120.pgm,10000,65536,55520,84.7168,0.03764,0.075882,59.3294,0.999903
1200.pgm,10000,65536,19552,29.834,0.18843,0.076233,59.3094,0.999723
1201.pgm,10000,65536,33680,51.3916,0.08658,0.076553,59.2912,0.999898
1202.pgm,10000,65536,37728,57.5684,0.0389,0.076813,59.2765,0.999846
1203.pgm,10000,65536,46944,71.6309,0.03469,0.077454,59.2404,0.99985
1204.pgm,10000,65536,23584,35.9863,0.03781,0.076248,59.3085,0.999819
1.pgm,10000,65536,23952,36.5479,0.02324,0.076141,59.3146,0.999846
10.pgm,10000,65536,35296,53.8574,0.02683,0.077469,59.2395,0.999855
100.pgm,10000,65536,31616,48.2422,0.0368,0.076492,59.2946,0.99977
1000.pgm,10000,65536,27120,41.3818,0.24275,0.076447,59.2972,0.999878
10000.pgm,10000,65536,47728,72.8271,0.0717,0.077103,59.2601,0.999878
1001.pgm,10000,65536,12736,19.4336,0.02782,0.075714,59.339,0.999702
1002.pgm,10000,65536,24144,36.8408,0.02888,0.076218,59.3102,0.999901
1003.pgm,10000,65536,38816,59.2285,0.03323,0.076599,59.2886,0.999813
1004.pgm,10000,65536,13168,20.0928,0.03869,0.07605,59.3198,0.999831
1005.pgm,10000,65536,37152,56.6895,0.22897,0.076248,59.3085,0.999877
1006.pgm,10000,65536,62304,95.0684,0.06204,0.076584,59.2894,0.999977
1007.pgm,10000,65536,47536,72.5342,0.03431,0.076981,59.267,0.999872
1008.pgm,10000,65536,42144,64.3066,0.02977,0.0755,59.3513,0.999897
1009.pgm,10000,65536,37888,57.8125,0.02823,0.076492,59.2946,0.999849
101.pgm,10000,65536,55440,84.5947,0.03228,0.076721,59.2817,0.999903
1010.pgm,10000,65536,18096,27.6123,0.08642,0.074463,59.4114,0.999745
1011.pgm,10000,65536,27904,42.5781,0.09632,0.075974,59.3242,0.999854
1012.pgm,10000,65536,37120,56.6406,0.03697,0.075531,59.3496,0.999879
1013.pgm,10000,65536,37696,57.5195,0.02935,0.076569,59.2903,0.99988
1014.pgm,10000,65536,40112,61.2061,0.02888,0.077759,59.2233,0.999876
1015.pgm,10000,65536,39792,60.7178,0.02967,0.076309,59.305,0.999854
1018.pgm,10000,65536,17168,26.1963,0.08818,0.076035,59.3207,0.99984
1019.pgm,10000,65536,31648,48.291,0.12446,0.076645,59.286,0.999874
102.pgm,10000,65536,63584,97.0215,0.03997,0.077576,59.2335,0.999943
1020.pgm,10000,65536,35184,53.6865,0.02642,0.075882,59.3294,0.99987
1021.pgm,10000,65536,49776,75.9521,0.02713,0.077225,59.2532,0.999813
1022.pgm,10000,65536,50640,77.2705,0.02664,0.074234,59.4248,0.999733
1023.pgm,10000,65536,33248,50.7324,0.02613,0.07634,59.3033,0.999814
1024.pgm,10000,65536,49904,76.1475,0.06325,0.077133,59.2584,0.999859
1025.pgm,10000,65536,36144,55.1514,0.13639,0.076965,59.2679,0.999853
1026.pgm,10000,65536,25488,38.8916,0.03647,0.075775,59.3355,0.999868
1027.pgm,10000,65536,13424,20.4834,0.02439,0.076218,59.3102,0.999784
1028.pgm,10000,65536,26336,40.1855,0.02313,0.076111,59.3163,0.999792
1029.pgm,10000,65536,29168,44.5068,0.02142,0.076019,59.3216,0.999845
103.pgm,10000,65536,21648,33.0322,0.0233,0.076096,59.3172,0.999836
1030.pgm,10000,65536,18944,28.9062,0.02545,0.076248,59.3085,0.99983
1031.pgm,10000,65536,10176,15.5273,0.02859,0.07785,59.2182,0.999818
1032.pgm,10000,65536,36128,55.127,0.04051,0.076233,59.3094,0.999926
1033.pgm,10000,65536,27008,41.2109,0.22286,0.076675,59.2842,0.999839
1035.pgm,10000,65536,23312,35.5713,0.04942,0.076035,59.3207,0.999812
1036.pgm,10000,65536,36144,55.1514,0.03182,0.077576,59.2335,0.99976
1039.pgm,10000,65536,39824,60.7666,0.03006,0.076202,59.3111,0.999841
104.pgm,10000,65536,24368,37.1826,0.03688,0.076065,59.319,0.999825
1040.pgm,10000,65536,35168,53.6621,0.24562,0.075699,59.3399,0.999901
1041.pgm,10000,65536,56624,86.4014,0.06388,0.075317,59.3619,0.999957
1042.pgm,10000,65536,12048,18.3838,0.02838,0.077087,59.261,0.999781
1043.pgm,10000,65536,33344,50.8789,0.02715,0.077469,59.2395,0.99985
1045.pgm,10000,65536,12224,18.6523,0.02347,0.077103,59.2601,0.999783
1046.pgm,10000,65536,14096,21.5088,0.02241,0.076935,59.2696,0.999666
1047.pgm,10000,65536,20320,31.0059,0.02334,0.076935,59.2696,0.999778
1048.pgm,10000,65536,20368,31.0791,0.02366,0.076447,59.2972,0.9998
1049.pgm,10000,65536,25824,39.4043,0.04068,0.07576,59.3364,0.999806
105.pgm,10000,65536,20992,32.0312,0.222,0.076721,59.2817,0.999863
1050.pgm,10000,65536,59584,90.918,0.04704,0.076324,59.3042,0.999931
1051.pgm,10000,65536,13968,21.3135,0.02616,0.076584,59.2894,0.999664
1052.pgm,10000,65536,30816,47.0215,0.02494,0.076141,59.3146,0.999848
1053.pgm,10000,65536,17936,27.3682,0.02361,0.077133,59.2584,0.999795
1054.pgm,10000,65536,19744,30.127,0.02326,0.076309,59.305,0.999775
1055.pgm,10000,65536,51552,78.6621,0.08183,0.076935,59.2696,0.999784
1056.pgm,10000,65536,17008,25.9521,0.15651,0.076019,59.3216,0.999771
1057.pgm,10000,65536,21200,32.3486,0.04556,0.077209,59.2541,0.999767
1058.pgm,10000,65536,13376,20.4102,0.02701,0.076126,59.3155,0.999767
1059.pgm,10000,65536,40080,61.1572,0.02793,0.075409,59.3566,0.999845
106.pgm,10000,65536,41040,62.6221,0.02584,0.07515,59.3715,0.999874
1060.pgm,10000,65536,32640,49.8047,0.02486,0.076614,59.2877,0.999758
1061.pgm,10000,65536,45568,69.5312,0.03821,0.075912,59.3277,0.999787
1063.pgm,10000,65536,25648,39.1357,0.18756,0.075302,59.3627,0.999782
1064.pgm,10000,65536,41296,63.0127,0.06206,0.075623,59.3443,0.999897
1065.pgm,10000,65536,37136,56.665,0.03089,0.074875,59.3874,0.999822
1066.pgm,10000,65536,12928,19.7266,0.02353,0.076431,59.2981,0.99977
1067.pgm,10000,65536,25056,38.2324,0.02347,0.078171,59.2004,0.999843
1068.pgm,10000,65536,17248,26.3184,0.02217,0.075745,59.3373,0.999888
1069.pgm,10000,65536,48320,73.7305,0.02753,0.076508,59.2938,0.999901
107.pgm,10000,65536,55072,84.0332,0.03155,0.077103,59.2601,0.999832
1070.pgm,10000,65536,52144,79.5654,0.04418,0.075821,59.3329,0.999876
1071.pgm,10000,65536,27568,42.0654,0.21091,0.076813,59.2765,0.999745
1072.pgm,10000,65536,12912,19.7021,0.04667,0.076416,59.299,0.999613
1073.pgm,10000,65536,23952,36.5479,0.0306,0.076492,59.2946,0.999806
1074.pgm,10000,65536,36960,56.3965,0.029,0.077026,59.2644,0.999884
1075.pgm,10000,65536,36192,55.2246,0.03268,0.075897,59.3285,0.999759
1076.pgm,10000,65536,18832,28.7354,0.03049,0.076172,59.3129,0.999787
1077.pgm,10000,65536,35648,54.3945,0.03475,0.07518,59.3698,0.999852
1078.pgm,10000,65536,18848,28.7598,0.04137,0.076874,59.273,0.999751
1079.pgm,10000,65536,30224,46.1182,0.21846,0.077576,59.2335,0.999797
108.pgm,10000,65536,56576,86.3281,0.04256,0.076782,59.2782,0.999929
1080.pgm,10000,65536,33488,51.0986,0.02618,0.076477,59.2955,0.999804
1081.pgm,10000,65536,34640,52.8564,0.02293,0.074722,59.3963,0.999895
1082.pgm,10000,65536,36640,55.9082,0.02155,0.077118,59.2593,0.999884
1083.pgm,10000,65536,44512,67.9199,0.02247,0.076202,59.3111,0.999856
1084.pgm,10000,65536,22656,34.5703,0.02354,0.075806,59.3338,0.99979
1085.pgm,10000,65536,45152,68.8965,0.05376,0.075821,59.3329,0.999839
1086.pgm,10000,65536,12592,19.2139,0.17424,0.077576,59.2335,0.999816
1087.pgm,10000,65536,38928,59.3994,0.04158,0.075317,59.3619,0.999844
1088.pgm,10000,65536,16160,24.6582,0.02565,0.075104,59.3742,0.999812
1089.pgm,10000,65536,23408,35.7178,0.02365,0.076675,59.2842,0.999788
109.pgm,10000,65536,27520,41.9922,0.02536,0.076233,59.3094,0.999855
1090.pgm,10000,65536,35536,54.2236,0.02914,0.076874,59.273,0.999803
1092.pgm,10000,65536,31536,48.1201,0.03778,0.076935,59.2696,0.999851
1094.pgm,10000,65536,38720,59.082,0.25507,0.076385,59.3007,0.999709
1095.pgm,10000,65536,24464,37.3291,0.04246,0.075302,59.3627,0.99972
1096.pgm,10000,65536,23280,35.5225,0.02723,0.076477,59.2955,0.999878
1097.pgm,10000,65536,24416,37.2559,0.02379,0.0755,59.3513,0.999777
1098.pgm,10000,65536,31072,47.4121,0.02304,0.076675,59.2842,0.999828
1099.pgm,10000,65536,45152,68.8965,0.026,0.07489,59.3866,0.999903
11.pgm,10000,65536,31472,48.0225,0.03244,0.07576,59.3364,0.999838
110.pgm,10000,65536,43488,66.3574,0.2467,0.076218,59.3102,0.999904
1100.pgm,10000,65536,31440,47.9736,0.04144,0.076324,59.3042,0.999819
1102.pgm,10000,65536,15232,23.2422,0.02634,0.075714,59.339,0.999869
1103.pgm,10000,65536,40912,62.4268,0.02881,0.07518,59.3698,0.999868
1104.pgm,10000,65536,48128,73.4375,0.02995,0.075562,59.3478,0.999678
1105.pgm,10000,65536,37040,56.5186,0.03817,0.077896,59.2156,0.999895
1106.pgm,10000,65536,23728,36.2061,0.23514,0.07518,59.3698,0.999821
1107.pgm,10000,65536,20496,31.2744,0.05287,0.076248,59.3085,0.999813
1108.pgm,10000,65536,29504,45.0195,0.03266,0.076767,59.2791,0.999814
1109.pgm,10000,65536,18432,28.125,0.02877,0.077301,59.249,0.999861
111.pgm,10000,65536,35888,54.7607,0.04405,0.076599,59.2886,0.999881
1110.pgm,10000,65536,56448,86.1328,0.23585,0.077103,59.2601,0.999869
1111.pgm,10000,65536,24320,37.1094,0.04036,0.075378,59.3583,0.999747
1112.pgm,10000,65536,24880,37.9639,0.02987,0.075912,59.3277,0.999698
1113.pgm,10000,65536,23040,35.1562,0.02596,0.076157,59.3137,0.999883
1114.pgm,10000,65536,22416,34.2041,0.02456,0.076492,59.2946,0.999659
1115.pgm,10000,65536,51712,78.9062,0.0492,0.076584,59.2894,0.999781
1116.pgm,10000,65536,32928,50.2441,0.19685,0.076981,59.267,0.999802
1117.pgm,10000,65536,36160,55.1758,0.0369,0.075897,59.3285,0.999882
1118.pgm,10000,65536,31408,47.9248,0.02759,0.076294,59.3059,0.999869
1119.pgm,10000,65536,55376,84.4971,0.03186,0.07756,59.2344,0.999909
112.pgm,10000,65536,29424,44.8975,0.09024,0.076813,59.2765,0.999863
1120.pgm,10000,65536,17680,26.9775,0.1069,0.076981,59.267,0.999823
1121.pgm,10000,65536,50768,77.4658,0.03966,0.076492,59.2946,0.999881
1122.pgm,10000,65536,14832,22.6318,0.0247,0.076675,59.2842,0.999793
1123.pgm,10000,65536,46768,71.3623,0.02906,0.07663,59.2868,0.999875
1124.pgm,10000,65536,17024,25.9766,0.02955,0.075027,59.3786,0.999808
1125.pgm,10000,65536,10336,15.7715,0.2886,0.077362,59.2455,0.999756
1126.pgm,10000,65536,34480,52.6123,0.0805,0.076126,59.3155,0.999886
1127.pgm,10000,65536,24144,36.8408,0.03119,0.075867,59.3303,0.999834
1128.pgm,10000,65536,41760,63.7207,0.03028,0.074341,59.4185,0.999827
1129.pgm,10000,65536,15120,23.0713,0.02891,0.077225,59.2532,0.9997
113.pgm,10000,65536,25424,38.7939,0.23609,0.076813,59.2765,0.999795
1130.pgm,10000,65536,34256,52.2705,0.08797,0.075851,59.3312,0.999908
1131.pgm,10000,65536,33408,50.9766,0.03906,0.076233,59.3094,0.999839
1132.pgm,10000,65536,39840,60.791,0.03057,0.077118,59.2593,0.999889
1133.pgm,10000,65536,59616,90.9668,0.02994,0.076416,59.299,0.999929
1134.pgm,10000,65536,29264,44.6533,0.02602,0.076477,59.2955,0.999864
1135.pgm,10000,65536,32032,48.877,0.0343,0.07637,59.3016,0.999829
1136.pgm,10000,65536,37984,57.959,0.23854,0.076111,59.3163,0.999705
1137.pgm,10000,65536,12592,19.2139,0.05567,0.07637,59.3016,0.999803
1138.pgm,10000,65536,24784,37.8174,0.03336,0.076126,59.3155,0.999822
1139.pgm,10000,65536,18336,27.9785,0.02657,0.076157,59.3137,0.999841
114.pgm,10000,65536,29952,45.7031,0.02711,0.077179,59.2558,0.999842
1140.pgm,10000,65536,34192,52.1729,0.02886,0.076645,59.286,0.999872
1141.pgm,10000,65536,10688,16.3086,0.03328,0.076355,59.3024,0.999782
1142.pgm,10000,65536,16736,25.5371,0.06678,0.077087,59.261,0.999847
1143.pgm,10000,65536,44608,68.0664,0.21077,0.077271,59.2507,0.999864
1144.pgm,10000,65536,30752,46.9238,0.03547,0.076187,59.312,0.999816
1145.pgm,10000,65536,20400,31.1279,0.02609,0.074417,59.4141,0.999741
1146.pgm,10000,65536,30400,46.3867,0.02511,0.075989,59.3233,0.999727
1147.pgm,10000,65536,25744,39.2822,0.02742,0.076385,59.3007,0.999827
1148.pgm,10000,65536,43264,66.0156,0.21167,0.078125,59.2029,0.999865
1149.pgm,10000,65536,24672,37.6465,0.06384,0.075821,59.3329,0.999842
115.pgm,10000,65536,38176,58.252,0.03385,0.075943,59.3259,0.9999
1150.pgm,10000,65536,17536,26.7578,0.02521,0.077271,59.2507,0.999811
1152.pgm,10000,65536,60352,92.0898,0.02907,0.07637,59.3016,0.999836
1153.pgm,10000,65536,22128,33.7646,0.02664,0.076019,59.3216,0.999809
1154.pgm,10000,65536,17312,26.416,0.03626,0.077301,59.249,0.999764
1155.pgm,10000,65536,18544,28.2959,0.25018,0.076614,59.2877,0.999678
1156.pgm,10000,65536,59520,90.8203,0.05147,0.077209,59.2541,0.999851
1157.pgm,10000,65536,32320,49.3164,0.02914,0.075882,59.3294,0.99982
1159.pgm,10000,65536,44080,67.2607,0.0283,0.076599,59.2886,0.999832
1160.pgm,10000,65536,39920,60.9131,0.02582,0.075974,59.3242,0.999912
1161.pgm,10000,65536,14512,22.1436,0.02437,0.07692,59.2704,0.999562
1162.pgm,10000,65536,10528,16.0645,0.03877,0.076019,59.3216,0.999818
1163.pgm,10000,65536,30736,46.8994,0.23451,0.075226,59.3671,0.999862
1164.pgm,10000,65536,35120,53.5889,0.04462,0.077026,59.2644,0.999864
1165.pgm,10000,65536,23328,35.5957,0.02833,0.075958,59.3251,0.9998
1166.pgm,10000,65536,22064,33.667,0.02432,0.075699,59.3399,0.99981
1167.pgm,10000,65536,26992,41.1865,0.02776,0.075607,59.3452,0.999874
1168.pgm,10000,65536,12432,18.9697,0.03073,0.077316,59.2481,0.999817
1169.pgm,10000,65536,57936,88.4033,0.22929,0.075592,59.346,0.999792
117.pgm,10000,65536,41168,62.8174,0.06418,0.077271,59.2507,0.999849
1170.pgm,10000,65536,23808,36.3281,0.03053,0.076111,59.3163,0.999744
1171.pgm,10000,65536,21152,32.2754,0.02613,0.076904,59.2713,0.999892
1172.pgm,10000,65536,43248,65.9912,0.03269,0.076126,59.3155,0.99989
1173.pgm,10000,65536,26976,41.1621,0.20497,0.077499,59.2378,0.999811
1174.pgm,10000,65536,23408,35.7178,0.07143,0.076965,59.2679,0.999862
1175.pgm,10000,65536,46896,71.5576,0.03563,0.076294,59.3059,0.99987
1176.pgm,10000,65536,32208,49.1455,0.02564,0.077087,59.261,0.999842
1177.pgm,10000,65536,40240,61.4014,0.03053,0.078201,59.1987,0.99975
1178.pgm,10000,65536,18576,28.3447,0.0321,0.076736,59.2808,0.99984
1179.pgm,10000,65536,18144,27.6855,0.07021,0.075912,59.3277,0.999824
118.pgm,10000,65536,27664,42.2119,0.12404,0.074524,59.4078,0.99984
1180.pgm,10000,65536,14800,22.583,0.03409,0.076248,59.3085,0.999803
1181.pgm,10000,65536,32352,49.3652,0.02865,0.077499,59.2378,0.999815
1182.pgm,10000,65536,16160,24.6582,0.02356,0.076065,59.319,0.999801
1183.pgm,10000,65536,20400,31.1279,0.02629,0.075195,59.3689,0.999764
1184.pgm,10000,65536,42480,64.8193,0.0677,0.077438,59.2412,0.999891
1185.pgm,10000,65536,36288,55.3711,0.14248,0.076187,59.312,0.999852
1186.pgm,10000,65536,21808,33.2764,0.0394,0.076859,59.2739,0.999821
1187.pgm,10000,65536,13072,19.9463,0.0255,0.076157,59.3137,0.999907
1188.pgm,10000,65536,18960,28.9307,0.0237,0.075912,59.3277,0.999738
1189.pgm,10000,65536,15760,24.0479,0.02144,0.074524,59.4078,0.999825
119.pgm,10000,65536,14240,21.7285,0.02137,0.078461,59.1843,0.999806
1190.pgm,10000,65536,12496,19.0674,0.02288,0.076096,59.3172,0.999882
1191.pgm,10000,65536,24160,36.8652,0.03211,0.076187,59.312,0.999799
1192.pgm,10000,65536,10640,16.2354,0.2197,0.077179,59.2558,0.999862
1193.pgm,10000,65536,59664,91.04,0.0721,0.075562,59.3478,0.999539
1195.pgm,10000,65536,52576,80.2246,0.03378,0.075333,59.361,0.999855
1196.pgm,10000,65536,51088,77.9541,0.02822,0.07518,59.3698,0.999869
1197.pgm,10000,65536,37632,57.4219,0.02466,0.074905,59.3857,0.999859
1199.pgm,10000,65536,44800,68.3594,0.02852,0.075867,59.3303,0.999833
12.pgm,10000,65536,30368,46.3379,0.02866,0.076385,59.3007,0.999792
120.pgm,10000,65536,55520,84.7168,0.08577,0.077774,59.2225,0.9999
1200.pgm,10000,65536,19552,29.834,0.12875,0.076981,59.267,0.999722
1201.pgm,10000,65536,33680,51.3916,0.04123,0.074356,59.4176,0.999901
1202.pgm,10000,65536,37728,57.5684,0.03068,0.075378,59.3583,0.999849
1203.pgm,10000,65536,46944,71.6309,0.02874,0.075211,59.368,0.999856
1204.pgm,10000,65536,23584,35.9863,0.02574,0.076309,59.305,0.999817
1205.pgm,10000,65536,21088,32.1777,0.03304,0.075485,59.3522,0.999814
1206.pgm,10000,65536,43472,66.333,0.08537,0.077347,59.2464,0.999851
1207.pgm,10000,65536,36784,56.1279,0.15887,0.076248,59.3085,0.999869
1208.pgm,10000,65536,18368,28.0273,0.03691,0.076294,59.3059,0.999854
1209.pgm,10000,65536,54592,83.3008,0.03333,0.075638,59.3434,0.999872
121.pgm,10000,65536,23856,36.4014,0.02454,0.076279,59.3068,0.999867
1210.pgm,10000,65536,19488,29.7363,0.02397,0.077011,59.2653,0.999803
1211.pgm,10000,65536,18096,27.6123,0.03212,0.075607,59.3452,0.999844
1213.pgm,10000,65536,10992,16.7725,0.04054,0.07579,59.3347,0.999553
1214.pgm,10000,65536,28848,44.0186,0.19046,0.076141,59.3146,0.999806
1215.pgm,10000,65536,51536,78.6377,0.05671,0.076843,59.2747,0.999916
1216.pgm,10000,65536,20384,31.1035,0.02667,0.074631,59.4016,0.999885
1217.pgm,10000,65536,30432,46.4355,0.02505,0.077057,59.2627,0.999707
1218.pgm,10000,65536,26784,40.8691,0.02313,0.076843,59.2747,0.999877
122.pgm,10000,65536,23312,35.5713,0.0233,0.07634,59.3033,0.99974
1221.pgm,10000,65536,57136,87.1826,0.02969,0.076523,59.2929,0.999931
1222.pgm,10000,65536,21200,32.3486,0.03859,0.075241,59.3663,0.999807
1223.pgm,10000,65536,29616,45.1904,0.23703,0.076508,59.2938,0.999855
1224.pgm,10000,65536,30336,46.2891,0.041,0.07608,59.3181,0.999844
1225.pgm,10000,65536,29104,44.4092,0.0279,0.077026,59.2644,0.999888
1226.pgm,10000,65536,24032,36.6699,0.02441,0.077423,59.2421,0.999777
1227.pgm,10000,65536,18000,27.4658,0.02229,0.077042,59.2635,0.999869
1228.pgm,10000,65536,19232,29.3457,0.02191,0.076385,59.3007,0.999698
1229.pgm,10000,65536,36720,56.0303,0.02548,0.076096,59.3172,0.999823
123.pgm,10000,65536,28832,43.9941,0.03091,0.076401,59.2998,0.999747
1230.pgm,10000,65536,50352,76.8311,0.21727,0.076584,59.2894,0.99986
1231.pgm,10000,65536,13072,19.9463,0.06563,0.076248,59.3085,0.999709
1232.pgm,10000,65536,47456,72.4121,0.03746,0.076462,59.2964,0.999867
1234.pgm,10000,65536,38432,58.6426,0.02976,0.075546,59.3487,0.999916
1235.pgm,10000,65536,22576,34.4482,0.03962,0.074936,59.3839,0.99984
1236.pgm,10000,65536,23616,36.0352,0.22093,0.075241,59.3663,0.999847
1237.pgm,10000,65536,20912,31.9092,0.04808,0.075226,59.3671,0.999849
1238.pgm,10000,65536,32800,50.0488,0.03212,0.075195,59.3689,0.99987
1239.pgm,10000,65536,22752,34.7168,0.03005,0.077072,59.2618,0.999828
124.pgm,10000,65536,20960,31.9824,0.03935,0.075851,59.3312,0.999894
1240.pgm,10000,65536,19776,30.1758,0.21564,0.07753,59.2361,0.99975
1241.pgm,10000,65536,29744,45.3857,0.05986,0.076889,59.2722,0.999878
1242.pgm,10000,65536,42608,65.0146,0.03545,0.075699,59.3399,0.999797
1243.pgm,10000,65536,10080,15.3809,0.02832,0.075562,59.3478,0.999786
1244.pgm,10000,65536,48624,74.1943,0.03693,0.07785,59.2182,0.999824
1245.pgm,10000,65536,29520,45.0439,0.19488,0.074554,59.4061,0.999877
1246.pgm,10000,65536,34160,52.124,0.07825,0.076675,59.2842,0.999799
1247.pgm,10000,65536,10592,16.1621,0.03102,0.076385,59.3007,0.999832
1248.pgm,10000,65536,21184,32.3242,0.02915,0.077179,59.2558,0.99982
1249.pgm,10000,65536,38768,59.1553,0.03261,0.076004,59.3224,0.99985
125.pgm,10000,65536,31680,48.3398,0.11829,0.075378,59.3583,0.999859
1250.pgm,10000,65536,18400,28.0762,0.11823,0.076355,59.3024,0.999798
1251.pgm,10000,65536,46480,70.9229,0.04297,0.075943,59.3259,0.99972
1253.pgm,10000,65536,18816,28.7109,0.03048,0.076462,59.2964,0.999825
1254.pgm,10000,65536,36560,55.7861,0.03349,0.076569,59.2903,0.999844
1255.pgm,10000,65536,24752,37.7686,0.03396,0.076187,59.312,0.999857
1256.pgm,10000,65536,26720,40.7715,0.10413,0.076218,59.3102,0.999851
1257.pgm,10000,65536,42304,64.5508,0.08219,0.07637,59.3016,0.999819
1258.pgm,10000,65536,36624,55.8838,0.03225,0.077042,59.2635,0.99989
1259.pgm,10000,65536,22032,33.6182,0.02553,0.075409,59.3566,0.999857
126.pgm,10000,65536,55328,84.4238,0.03492,0.076782,59.2782,0.999881
1260.pgm,10000,65536,52432,80.0049,0.08543,0.075027,59.3786,0.999879
1261.pgm,10000,65536,56192,85.7422,0.13846,0.07692,59.2704,0.999925
